time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2012-04-28T13:49:16.250Z,17.572,-83.739,10,4.3,mb,53,44.1,,1.25,us,usp000jjqk,2014-11-07T01:47:37.870Z,"north of Honduras",earthquake,,,,20,reviewed,us,us
2012-04-10T10:42:29.790Z,18.809,-67.324,6.9,4.1,mb,41,108.4,,,us,usp000jhfw,2014-11-07T01:47:27.670Z,"Puerto Rico region",earthquake,,,,4,reviewed,rspr,us
2012-03-19T12:41:47.900Z,18,-59.648,34.7,4,md,10,286.7,,,us,usp000jgfr,2014-11-07T01:47:16.627Z,"east of Barbuda, Leeward Islands",earthquake,,,,,reviewed,trn,trn
2012-03-17T11:09:31.000Z,19.594,-64.49,86,4.4,mb,48,152.2,,,us,usp000jgcx,2014-11-07T01:47:16.090Z,"Virgin Islands region",earthquake,,,,6,reviewed,rspr,us
2012-03-17T01:30:38.920Z,19.405,-64.674,32.7,4.4,mb,116,29.8,,0.97,us,usp000jgc8,2014-11-07T01:47:15.987Z,"Virgin Islands region",earthquake,,11.1,,50,reviewed,us,us
2012-03-13T04:15:06.990Z,19.381,-68.068,30.6,4.5,mwr,128,36.9,,0.96,us,usp000jg5j,2015-03-24T02:28:59.867Z,"Dominican Republic region",earthquake,,11,,,reviewed,us,us
2012-03-10T08:34:50.820Z,19.162,-76.424,10,4.8,mb,347,29.9,,0.93,us,usp000jg19,2015-03-24T01:27:04.467Z,"Cuba region",earthquake,,,,255,reviewed,us,us
2012-03-08T02:51:32.400Z,18.346,-72.038,6.6,4.5,mwr,233,24.7,,1.1,us,usp000jfxp,2015-03-24T01:40:06.401Z,"Haiti region",earthquake,,5.1,,,reviewed,us,us
2012-03-05T22:52:53.830Z,18.296,-68.555,179.9,4.3,mb,62,63,,,us,usp000jfuk,2014-11-07T01:47:11.824Z,"Mona Passage, Dominican Republic",earthquake,,,,21,reviewed,rspr,us
2012-02-15T08:25:41.700Z,19.427,-63.568,43.5,4.2,mb,44,161.5,,,us,usp000jeyy,2014-11-07T01:47:01.591Z,"Virgin Islands region",earthquake,,,,1,reviewed,rspr,us
2012-02-10T15:10:43.160Z,19.27,-64.88,24.9,4.4,mb,48,110.1,,,us,usp000jesu,2015-01-31T02:07:58.761Z,"Virgin Islands region",earthquake,,,,4,reviewed,rspr,us
2012-01-27T01:25:33.750Z,19.57,-70.08,14.7,4.1,mb,30,120.9,,1.36,us,usp000je0v,2015-03-24T02:42:11.863Z,"Dominican Republic",earthquake,,16.5,,13,reviewed,us,us
2012-01-24T22:15:25.030Z,19.635,-70.078,10,4.2,mb,51,38.5,,1.39,us,usp000jdxv,2015-03-24T02:00:26.901Z,"Dominican Republic",earthquake,,,,16,reviewed,us,us
2012-01-24T21:45:25.690Z,19.54,-70.052,29.8,4.6,mb,182,19.7,,1.06,us,usp000jdxt,2015-03-24T01:45:38.145Z,"Dominican Republic",earthquake,,8,,111,reviewed,us,us
2012-01-24T14:33:30.760Z,19.589,-70.055,13.8,4.5,mb,99,25.1,,1.26,us,usp000jdx6,2015-03-24T01:42:53.665Z,"Dominican Republic",earthquake,,10.2,,43,reviewed,us,us
2012-01-23T20:50:14.500Z,19.542,-70.077,8.8,5.1,mwr,372,31.1,,0.75,us,usp000jdw6,2017-10-11T19:58:16.653Z,"Dominican Republic",earthquake,,4.6,,,reviewed,us,us
2012-01-23T16:32:14.620Z,16.651,-61.17,10,4.4,mb,37,109.9,,0.95,us,usp000jdvy,2014-11-07T01:46:49.755Z,"Guadeloupe region, Leeward Islands",earthquake,,,,1,reviewed,us,us
2012-01-21T02:18:30.000Z,17.031,-61.466,16.5,4,md,15,177,,,us,usp000jdsc,2014-11-07T01:46:48.957Z,"Antigua and Barbuda region, Leeward Islands",earthquake,,,,,reviewed,trn,trn
2012-01-19T06:28:19.090Z,18.058,-68.755,102.9,5,mb,333,27.2,,0.85,us,usp000jdpf,2015-03-24T01:38:50.531Z,"Mona Passage",earthquake,,1.9,,207,reviewed,us,us
2012-01-14T16:45:05.900Z,17.686,-61.69,27.9,4.6,mb,72,105.4,,,us,usp000jdgh,2014-11-07T01:46:47.169Z,"Antigua and Barbuda region, Leeward Islands",earthquake,,,,25,reviewed,trn,us
2012-01-05T22:02:39.680Z,18.595,-70.567,35,4.6,mb,54,67.8,,1.09,us,usp000jd3c,2015-03-24T01:24:31.379Z,"Dominican Republic",earthquake,,,,29,reviewed,us,us
2012-01-05T09:35:32.100Z,18.325,-70.361,39.8,5.5,mww,373,35.3,,1.01,us,usp000jd2q,2015-03-24T01:38:28.084Z,"Dominican Republic",earthquake,,3.2,,,reviewed,us,us
2012-01-01T15:35:21.700Z,19.584,-61.721,3,4.3,md,13,261.2,,,us,usp000jcxj,2014-11-07T01:46:41.894Z,"north of Barbuda, Leeward Islands",earthquake,,,,,reviewed,trn,trn
2011-12-17T06:09:09.290Z,18.172,-67.371,17,5.1,mwr,446,17.8,,,us,usp000jc9x,2015-01-28T04:19:43.704Z,"Mona Passage, Puerto Rico",earthquake,,,,,reviewed,rspr,us
2011-12-17T06:06:12.090Z,18.188,-67.37,14,5.2,mwc,417,22,,,us,usp000jc9w,2015-01-28T21:43:22.304Z,"Mona Passage, Puerto Rico",earthquake,,,,,reviewed,rspr,gcmt
2011-12-13T22:04:33.000Z,19.699,-64.375,16,4.5,mb,69,40.7,,,us,usp000jc5k,2014-11-07T01:46:33.774Z,"Virgin Islands region",earthquake,,,,18,reviewed,rspr,us
2011-12-03T09:27:11.330Z,17.95,-59.8,10,5.6,mww,381,25.5,,1,us,usp000jbs6,2015-05-13T18:54:01.000Z,"east of Barbuda, Leeward Islands",earthquake,,,,,reviewed,us,us
2011-11-28T10:35:57.460Z,19.098,-66.747,15,5.1,mwr,344,21.5,,,us,usp000jbh3,2015-01-28T13:04:29.743Z,"Puerto Rico region",earthquake,,,,,reviewed,rspr,us
2011-11-28T05:42:50.700Z,18.015,-62.552,24.1,4.6,mb,150,25.7,,,us,usp000jbgt,2015-03-24T01:23:33.273Z,"Saint Martin region, Leeward Islands",earthquake,,,,73,reviewed,trn,us
2011-11-28T04:56:22.030Z,19.1,-66.785,12.7,5,mwc,183,21.5,,,us,usp000jbgp,2015-01-28T17:10:16.633Z,"Puerto Rico region",earthquake,,,,,reviewed,rspr,gcmt
2011-11-26T21:49:37.200Z,17.43,-61.844,16,4.1,md,16,148.1,,,us,usp000jbep,2014-11-07T01:46:24.968Z,"Antigua and Barbuda region, Leeward Islands",earthquake,,,,,reviewed,trn,trn
2011-11-14T11:53:37.950Z,18.404,-72.886,37.6,4.4,mb,79,42.4,,1.05,us,usp000javg,2015-03-24T02:39:09.868Z,"Haiti region",earthquake,,6.1,,30,reviewed,us,us
2011-11-12T23:47:32.320Z,19.07,-64.343,63.3,5.2,mwc,44,60.4,,0.76,us,usp000jas5,2014-11-07T01:46:20.394Z,"Virgin Islands region",earthquake,,9,,,reviewed,us,gcmt
2011-11-12T23:45:59.100Z,19.198,-64.331,5.5,4.9,mb,158,52.7,,,us,usp000jas3,2015-03-24T01:22:58.730Z,"Virgin Islands region",earthquake,,,,40,reviewed,rspr,us
2011-11-12T23:12:09.400Z,18.965,-64.012,56.5,4.4,mb,40,85.4,,,us,usp000jaru,2014-11-07T01:46:20.359Z,"Virgin Islands region",earthquake,,,,5,reviewed,rspr,us
2011-11-03T09:45:42.800Z,18.062,-61.756,24.4,4.1,md,12,249.3,,,us,usp000ja9g,2014-11-07T01:46:16.899Z,"Antigua and Barbuda region, Leeward Islands",earthquake,,,,,reviewed,trn,trn
2011-10-27T05:28:04.500Z,17.212,-60.31,33.3,4.4,md,26,111.1,,,us,usp000j9yx,2014-11-07T01:46:11.563Z,"Antigua and Barbuda region, Leeward Islands",earthquake,,,,,reviewed,trn,trn
2011-10-23T03:23:08.170Z,17.763,-81.51,10,4.1,mb,22,122.1,,0.9,us,usp000j9r8,2014-11-07T01:46:09.081Z,"Cayman Islands region",earthquake,,,,14,reviewed,us,us
2011-10-21T21:19:06.050Z,19.744,-70.032,26,4,mb,16,54.5,,0.68,us,usp000j9nx,2014-11-07T01:46:08.696Z,"Dominican Republic region",earthquake,,16.9,,1,reviewed,us,us
2011-10-18T23:49:42.900Z,17.712,-61.761,25.5,4.1,mb,58,69.6,,,us,usp000j9hb,2014-11-07T01:46:07.815Z,"Antigua and Barbuda region, Leeward Islands",earthquake,,,,12,reviewed,trn,us
2011-10-04T06:18:39.090Z,17.19,-62.22,13.6,4.1,md,20,84.1,,,us,usp000j8wr,2014-11-07T01:46:03.148Z,"Antigua and Barbuda region, Leeward Islands",earthquake,,,,,reviewed,trn,trn
2011-10-04T06:18:01.600Z,17.168,-62.248,16.7,4,md,9,129.4,,,us,usp000j8wq,2014-11-07T01:46:03.145Z,"Saint Kitts and Nevis region, Leeward Islands",earthquake,,,,,reviewed,trn,trn
2011-09-27T20:02:59.000Z,17.181,-62.205,9.6,4.5,md,21,88.9,,,us,usp000j8na,2014-11-07T01:45:57.687Z,"Antigua and Barbuda region, Leeward Islands",earthquake,,,,,reviewed,trn,trn
2011-09-27T19:27:09.990Z,18.922,-64.353,19.1,4.3,mwr,110,30,,,us,usp000j8n3,2015-01-29T00:35:59.381Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,us
2011-09-24T23:55:57.300Z,21.621,-66.586,10,4.6,mb,42,80.4,,1.06,us,usp000j8h0,2014-11-07T01:45:56.981Z,"North Atlantic Ocean",earthquake,,,,18,reviewed,us,us
2011-09-22T16:33:10.950Z,18.617,-68.652,156.6,4,md,18,132.3,,,us,usp000j8dn,2014-11-07T01:45:56.452Z,"Dominican Republic",earthquake,,,,,reviewed,rspr,rspr
2011-09-15T08:43:07.250Z,19.566,-77.94,10,5.2,mwr,335,31.4,,1.1,us,usp000j82q,2015-03-24T02:07:04.861Z,"Cuba region",earthquake,,,,,reviewed,us,us
2011-09-10T21:52:40.060Z,19.83,-66.541,42.7,4.4,mb,65,33.5,,,us,usp000j7we,2014-11-07T01:45:52.597Z,"Puerto Rico region",earthquake,,,,21,reviewed,rspr,us
2011-09-08T15:30:39.000Z,18.858,-65.188,37,4.2,mb,37,82.4,,,us,usp000j7sw,2015-01-30T01:37:43.524Z,"Puerto Rico region",earthquake,,,,1,reviewed,rspr,us
2011-09-06T04:07:35.410Z,21.939,-60.276,10,5.3,mwc,386,38.5,,0.84,us,usp000j7pd,2015-03-24T02:17:07.994Z,"North Atlantic Ocean",earthquake,,,,,reviewed,us,gcmt
2011-09-04T04:56:24.500Z,17.178,-62.219,9.3,4.2,md,14,123.5,,,us,usp000j7jz,2014-11-07T01:45:49.991Z,"Antigua and Barbuda region, Leeward Islands",earthquake,,,,,reviewed,trn,trn
2011-08-31T07:30:06.130Z,17.798,-78.689,45.7,4.4,mb,80,42.1,,1.43,us,usp000j7a9,2015-03-24T02:15:59.708Z,"Jamaica region",earthquake,,8.5,,45,reviewed,us,us
2011-08-22T17:18:07.760Z,17.847,-62.928,105,4.6,mb,71,45.7,,,us,usp000j6vq,2015-03-24T01:20:05.984Z,"Saint Martin region, Leeward Islands",earthquake,,,,31,reviewed,trn,us
2011-08-18T17:50:20.140Z,18.745,-68.806,117,4.2,md,17,179.4,,,us,usp000j6n6,2014-11-07T01:45:38.094Z,"Dominican Republic",earthquake,,,,,reviewed,rspr,rspr
2011-08-11T17:17:32.300Z,19.102,-67.897,9.7,4.1,md,30,49.8,,,us,usp000j6aj,2015-01-31T01:28:33.855Z,"Mona Passage",earthquake,,,,,reviewed,rspr,rspr
2011-08-06T04:30:58.740Z,18.343,-68.374,127.1,4.3,mb,112,32.3,,0.98,us,usp000j61q,2014-11-07T01:45:34.189Z,"Mona Passage, Dominican Republic",earthquake,,3.3,,52,reviewed,us,us
2011-07-31T01:19:02.690Z,18.522,-72.832,10,4.1,mb,25,73.8,,1.01,us,usp000j5rz,2014-11-07T01:45:28.367Z,"Haiti region",earthquake,,,,13,reviewed,us,us
2011-07-28T20:34:40.400Z,19.025,-67.927,10.5,4.6,md,34,48.6,,,us,usp000j5mt,2014-11-07T01:45:27.650Z,"Mona Passage",earthquake,,,,,reviewed,rspr,rspr
2011-07-19T22:05:59.860Z,19.24,-63.117,24.8,4.6,mb,53,46.6,,0.94,us,usp000j569,2014-11-07T01:45:24.346Z,"Anguilla region, Leeward Islands",earthquake,,17.2,,13,reviewed,us,us
2011-07-14T09:15:48.640Z,19.105,-64.848,76.9,4.3,mb,49,106.3,,,us,usp000j4vg,2014-11-07T01:45:21.823Z,"Virgin Islands region",earthquake,,,,15,reviewed,rspr,us
2011-07-14T05:37:59.000Z,19.047,-64.775,93,4.3,mb,56,106,,,us,usp000j4us,2014-11-07T01:45:21.711Z,"Virgin Islands region",earthquake,,,,20,reviewed,rspr,us
2011-07-10T01:13:39.050Z,19.477,-65.333,6.4,4.1,md,18,196.6,,,us,usp000j4gs,2014-11-07T01:45:19.710Z,"Puerto Rico region",earthquake,,,,,reviewed,rspr,rspr
2011-06-19T10:13:29.500Z,19.23,-64.811,12,4.1,mwr,46,110.1,,,us,usp000j3e2,2014-11-07T01:45:07.247Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,us
2011-06-01T03:46:43.650Z,19.392,-68.898,95.3,4,md,16,155.1,,,us,usp000j2hb,2014-11-07T01:44:58.697Z,"Dominican Republic region",earthquake,,,,,reviewed,rspr,rspr
2011-05-31T00:12:02.210Z,19.844,-75.453,29,4.5,mb,15,68.7,,0.94,us,usp000j2fc,2015-03-24T02:27:55.790Z,"Cuba region",earthquake,,9.7,,5,reviewed,us,us
2011-05-21T18:29:14.790Z,18.975,-67.888,25.5,4.7,mb,230,21.2,,,us,usp000j1yf,2015-01-28T23:27:18.323Z,"Mona Passage",earthquake,,,,129,reviewed,rspr,us
2011-05-20T03:54:54.180Z,17.878,-65.596,6.5,4,mb,32,63.8,,,us,usp000j1vj,2015-01-29T23:24:09.687Z,"Puerto Rico region",earthquake,,,,4,reviewed,rspr,us
2011-05-16T15:07:07.410Z,17.906,-77.917,27.9,4.7,mb,122,45.8,,1.28,us,usp000j1pm,2015-03-24T01:42:21.834Z,"Jamaica region",earthquake,,9.4,,72,reviewed,us,us
2011-05-13T02:10:58.370Z,17.13,-61.737,27,4,md,10,146.2,,,us,usp000j1gw,2014-11-07T01:44:50.196Z,"Antigua, Leeward Islands",earthquake,,,,,reviewed,trn,trn
2011-05-06T09:29:21.590Z,18.058,-76.603,4.9,4.2,mb,93,42.1,,0.99,us,usp000j13m,2015-03-24T01:17:17.609Z,"Jamaica region",earthquake,,8.1,,45,reviewed,us,us
2011-05-03T21:44:25.880Z,19.64,-70.649,10,4.5,mb,14,114.8,,0.95,us,usp000j0z2,2014-11-07T01:44:44.556Z,"Dominican Republic",earthquake,,,,1,reviewed,us,us
2011-04-29T20:02:17.710Z,19.743,-64.456,43.3,4.9,mb,91,48,,1.41,us,usp000j0sb,2014-11-07T01:44:39.242Z,"Virgin Islands region",earthquake,,5.6,,67,reviewed,us,us
2011-04-16T20:28:16.980Z,19.219,-67.009,17.9,4.4,mwr,128,29.1,,,us,usp000j032,2015-01-30T01:32:00.775Z,"Puerto Rico region",earthquake,,,,,reviewed,rspr,us
2011-04-13T04:28:57.680Z,18.959,-64.264,31.1,5,mwr,266,24.6,,,us,usp000hzur,2015-01-28T12:51:44.570Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,us
2011-04-08T10:20:40.990Z,17.45,-63.122,170,4.2,md,10,142.2,,,us,usp000hzhp,2014-11-07T01:44:30.363Z,"Saint Kitts and Nevis region, Leeward Islands",earthquake,,,,,reviewed,trn,trn
2011-04-07T21:11:30.480Z,17.529,-85.025,10,4.3,mb,15,102.9,,0.51,us,usp000hzfy,2014-11-07T01:44:30.139Z,"north of Honduras",earthquake,,,,6,reviewed,us,us
2011-04-07T21:06:03.880Z,17.147,-85.078,8.4,5,mb,222,44.6,,1.02,us,usp000hzfx,2015-03-24T01:16:28.882Z,"north of Honduras",earthquake,,9.1,,150,reviewed,us,us
2011-04-07T20:41:51.470Z,17.107,-85.078,7,5.8,mww,256,36.2,,0.96,us,usp000hzfv,2015-05-13T18:53:59.000Z,"north of Honduras",earthquake,,3.5,,,reviewed,us,us
2011-03-24T16:13:12.200Z,18.358,-64.828,96.5,4,mb,34,77.1,,,us,usp000hyg7,2015-01-31T03:52:32.706Z,"Virgin Islands region",earthquake,,,,1,reviewed,rspr,us
2011-03-16T13:42:33.590Z,19.033,-67.918,56,5,mwr,224,19.4,,,us,usp000hxgu,2015-01-28T18:36:52.906Z,"Mona Passage",earthquake,,,,,reviewed,rspr,us
2011-03-11T00:25:28.810Z,18.897,-68.855,166.1,4,md,18,179,,,us,usp000hvnh,2014-11-07T01:43:54.441Z,"Dominican Republic",earthquake,,,,,reviewed,rspr,rspr
2011-02-13T19:25:26.660Z,19.62,-67.865,12.9,4.4,mb,69,38.6,,,us,usp000hufp,2015-01-30T09:24:27.947Z,"Mona Passage",earthquake,,,,18,reviewed,rspr,us
2011-02-02T12:40:59.230Z,17.353,-63.471,160.8,5,mwc,247,23.4,,0.74,us,usp000htzp,2015-03-24T01:46:47.750Z,"Saint Kitts and Nevis region, Leeward Islands",earthquake,,1.7,,,reviewed,us,gcmt
2011-01-21T16:15:45.000Z,20.07,-66.01,29,4.9,mwr,297,19.6,,,us,usp000htf5,2015-03-24T01:42:32.806Z,"north of Puerto Rico",earthquake,,,,,reviewed,rspr,us
2011-01-21T03:37:16.710Z,17.234,-63.204,168.2,5,mwc,295,23.9,,0.77,us,usp000htef,2015-03-24T01:44:47.028Z,"Saint Kitts and Nevis region, Leeward Islands",earthquake,,2,,,reviewed,us,gcmt
2011-01-14T21:36:39.650Z,18.888,-60.343,10,4.9,mb,184,43,,1.05,us,usp000ht44,2014-11-07T01:43:26.493Z,"northeast of Barbuda, Leeward Islands",earthquake,,,,113,reviewed,us,us
2010-12-24T23:43:44.860Z,18.26,-66.135,102.9,5.1,mwc,250,14.4,,,us,usp000hrud,2017-11-16T20:58:38.220Z,"Puerto Rico",earthquake,,,,,reviewed,rspr,gcmt
2010-12-23T21:31:43.430Z,19.621,-65.206,10.4,4,md,21,80.6,,,us,usp000hrrd,2014-11-07T01:43:13.381Z,"Puerto Rico region",earthquake,,,,,reviewed,rspr,rspr
2010-12-03T22:43:34.330Z,18.621,-64.786,50.4,4.4,mb,43,112.2,,,us,usp000hqfq,2014-11-07T01:43:03.758Z,"Virgin Islands region",earthquake,,,,9,reviewed,rspr,us
2010-11-26T06:16:46.600Z,18.836,-81.582,9.4,4.6,mb,111,31.8,,0.97,us,usp000hq4f,2015-03-24T01:13:39.830Z,"Cayman Islands region",earthquake,,11.2,,65,reviewed,us,us
2010-11-24T01:18:25.860Z,18.068,-68.472,62.1,4,mb,31,98.1,,1,us,usp000hq0z,2014-11-07T01:42:57.394Z,"Mona Passage",earthquake,,7.7,,5,reviewed,us,us
2010-11-13T13:23:25.020Z,19.663,-65.248,83.3,4.1,md,14,263.7,,,us,usp000hpgy,2014-11-07T01:42:54.656Z,"Puerto Rico region",earthquake,,,,,reviewed,rspr,rspr
2010-11-13T04:35:39.470Z,17.874,-68.541,94.6,5.4,mwc,468,24.3,,0.78,us,usp000hpgf,2016-11-10T02:36:02.951Z,"Dominican Republic region",earthquake,,,,,reviewed,us,gcmt
2010-11-12T16:59:00.170Z,18.561,-72.69,10,4.5,mb,18,100,,1.29,us,usp000hpfr,2014-11-07T01:42:54.213Z,"Haiti region",earthquake,,,,3,reviewed,us,us
2010-11-05T17:05:05.370Z,19.108,-66.497,26,4.2,mb,36,48.5,,,us,usp000hp59,2014-11-07T01:42:52.628Z,"Puerto Rico region",earthquake,,,,2,reviewed,rspr,us
2010-11-02T04:09:43.190Z,20.129,-63.044,10,4.4,mb,40,59,,0.93,us,usp000hnwe,2014-11-07T01:42:49.945Z,"north of Anguilla, Leeward Islands",earthquake,,,,7,reviewed,us,us
2010-10-29T16:56:18.130Z,18.131,-67.729,50.8,4.3,mb,26,86.7,,,us,usp000hnrq,2014-11-07T01:42:46.874Z,"Mona Passage, Puerto Rico",earthquake,,,,2,reviewed,rspr,us
2010-10-24T02:17:53.390Z,19.159,-64.586,38.2,4.7,mb,138,25.1,,0.9,us,usp000hnfs,2015-01-30T17:41:49.101Z,"Virgin Islands region",earthquake,,4.8,,69,reviewed,us,us
2010-10-19T03:56:57.540Z,19.281,-68.202,35,4.2,mb,52,34.3,,1.22,us,usp000hn92,2014-11-07T01:42:43.784Z,"Dominican Republic region",earthquake,,,,2,reviewed,us,us
2010-10-17T18:18:57.300Z,17.644,-61.637,25,4.4,md,17,234.2,,,us,usp000hn7k,2014-11-07T01:42:43.189Z,"Antigua and Barbuda region, Leeward Islands",earthquake,,,,,reviewed,trn,trn
2010-10-17T17:39:47.190Z,17.572,-61.719,20,4.1,md,16,186.6,,,us,usp000hn7h,2014-11-07T01:42:43.152Z,"Antigua and Barbuda region, Leeward Islands",earthquake,,,,,reviewed,trn,trn
2010-10-16T23:39:09.880Z,17.48,-62.103,10,4,md,18,130.1,,,us,usp000hn6b,2014-11-07T01:42:42.955Z,"Antigua and Barbuda region, Leeward Islands",earthquake,,,,,reviewed,trn,trn
2010-10-04T17:59:26.460Z,18.049,-68.563,88.6,4,md,19,195.5,,,us,usp000hmm3,2014-11-07T01:42:38.915Z,"Mona Passage",earthquake,,,,,reviewed,rspr,rspr
2010-10-04T11:48:35.480Z,19.801,-75.417,32.1,5.1,mwc,273,23,,0.87,us,usp000hmke,2016-11-10T02:34:14.252Z,"Cuba region",earthquake,,4.7,,,reviewed,us,gcmt
2010-09-21T04:33:05.750Z,18.47,-72.979,10,4.3,mwr,69,28.1,,1.16,us,usp000hm0n,2014-11-07T01:42:29.884Z,"Haiti region",earthquake,,,,,reviewed,us,us
2010-09-01T05:41:37.660Z,18.493,-68.68,157.1,4.2,md,18,164.2,,0.2,us,usp000hk0g,2014-11-07T01:42:21.207Z,"Dominican Republic",earthquake,,12.2,,,reviewed,us,rspr
2010-07-22T00:00:04.580Z,18.483,-64.949,123.7,4.5,mb,72,26.3,,,us,usp000hgdf,2015-01-29T21:17:28.178Z,"Virgin Islands region",earthquake,,,,11,reviewed,rspr,us
2010-07-17T08:59:33.620Z,18.445,-62.398,40.5,4.9,mb,205,48.9,,0.89,us,usp000hfcr,2014-11-07T01:41:53.771Z,"Anguilla region, Leeward Islands",earthquake,,4.8,,125,reviewed,us,us
2010-07-17T07:01:36.500Z,19.601,-73.232,10,4.2,mb,56,40.2,,0.95,us,usp000hfcq,2014-11-07T01:41:53.764Z,"Haiti region",earthquake,,,,27,reviewed,us,us
2010-07-12T09:08:51.310Z,19.492,-66.342,18.3,4.3,mb,65,75,,,us,usp000hf6d,2014-11-07T01:41:52.738Z,"Puerto Rico region",earthquake,,,,25,reviewed,rspr,us
2010-07-07T15:05:38.000Z,19.12,-64.83,2,4.5,mwr,113,31.6,,,us,usp000hf03,2015-01-30T03:31:27.007Z,"Virgin Islands region",earthquake,,,,,reviewed,rspr,us
2010-07-05T19:06:16.960Z,19.721,-75.366,23.9,4.7,mb,132,31.5,,0.72,us,usp000hexu,2015-03-24T01:54:27.490Z,"Cuba region",earthquake,,5,,98,reviewed,us,us
2010-07-02T04:44:47.060Z,18.318,-68.861,172.1,4.4,mb,158,34.1,,0.87,us,usp000het1,2015-03-24T01:44:22.128Z,"Mona Passage",earthquake,,2.4,,87,reviewed,us,us
2010-06-15T19:05:36.000Z,19.2,-65.4,39,4.3,mb,22,111.3,,,us,usp000he2j,2014-11-07T01:41:41.633Z,"Puerto Rico region",earthquake,,,,1,reviewed,rspr,us
2010-06-12T22:38:39.580Z,19.188,-80.184,10,4,mb,27,71.6,,1.17,us,usp000hdwj,2014-11-07T01:41:40.493Z,"Cayman Islands region",earthquake,,,,3,reviewed,us,us
2010-06-10T02:39:49.640Z,19.804,-76.606,26.7,4.8,mb,272,35,,1.4,us,usp000hdss,2014-11-07T01:41:39.745Z,"Cuba region",earthquake,,3.7,,152,reviewed,us,us
2010-06-07T01:28:22.010Z,18.668,-63.426,40.9,4,mb,20,153,,1,us,usp000hdnw,2014-11-07T01:41:39.122Z,"Anguilla region, Leeward Islands",earthquake,,15.6,,2,reviewed,us,us
2010-06-05T18:26:33.000Z,18.64,-67.98,77.5,4.1,mb,44,36.7,,,us,usp000hdmj,2014-11-07T01:41:38.914Z,"Mona Passage",earthquake,,,,2,reviewed,rspr,us
2010-06-01T19:43:34.190Z,16.809,-84.851,10,4,mb,11,142.3,,1.59,us,usp000hdfm,2014-11-07T01:41:37.162Z,"offshore Honduras",earthquake,,,,2,reviewed,us,us
2010-05-23T10:45:17.610Z,19.14,-61.638,10,4.3,mwr,182,49.6,,0.84,us,usp000hd32,2014-11-07T01:41:31.751Z,"north of Barbuda, Leeward Islands",earthquake,,,,,reviewed,us,us
2010-05-20T06:34:11.330Z,18.456,-72.807,10,4.3,mb,56,34.4,,1.23,us,usp000hcyu,2015-03-24T01:09:11.790Z,"Haiti region",earthquake,,,,13,reviewed,us,us
2010-05-16T05:16:10.000Z,18.4,-67.07,113,5.8,mwc,367,16.1,,,us,usp000hctm,2016-11-10T02:28:16.120Z,"Puerto Rico",earthquake,,,,,reviewed,rspr,us
2010-05-10T22:55:02.700Z,19.16,-66.442,19,4.7,mb,109,23.8,,,us,usp000hckz,2014-11-07T01:41:28.636Z,"Puerto Rico region",earthquake,,,,29,reviewed,rspr,us
2010-05-07T23:12:10.910Z,16.546,-60.98,34,5.2,mwb,334,63.8,,0.91,us,usp000hcfj,2016-11-10T02:27:59.283Z,"Guadeloupe region, Leeward Islands",earthquake,,,,,reviewed,us,us
2010-05-07T02:10:32.920Z,18.506,-72.709,10,4.1,mb,19,99.5,,1.19,us,usp000hce7,2014-11-07T01:41:27.508Z,"Haiti region",earthquake,,,,5,reviewed,us,us
2010-05-06T09:42:37.630Z,19.692,-71.679,10,4.2,mb,22,100.9,,1.31,us,usp000hcd9,2014-11-07T01:41:27.313Z,"Dominican Republic",earthquake,,,,1,reviewed,us,us
2010-05-03T19:21:24.720Z,18.507,-72.617,10.5,4.3,mb,32,99,,1.05,us,usp000hc9f,2015-03-24T01:48:20.156Z,"Haiti region",earthquake,,4.2,,5,reviewed,us,us
2010-05-03T05:38:48.700Z,18.553,-72.66,10,4,mb,29,49.1,,1.03,us,usp000hc8n,2014-11-07T01:41:25.884Z,"Haiti region",earthquake,,,,4,reviewed,us,us
2010-04-23T03:49:21.930Z,18.446,-72.945,10,4,mb,22,70.6,,1.18,us,usp000hbt9,2014-11-07T01:41:18.662Z,"Haiti region",earthquake,,,,6,reviewed,us,us
2010-04-18T20:16:39.400Z,18.136,-68.515,84.5,5.1,mwc,300,29.1,,0.76,us,usp000hbmj,2016-11-10T02:27:17.664Z,"Mona Passage, Dominican Republic",earthquake,,,,,reviewed,us,gcmt
2010-04-18T03:24:48.090Z,17.996,-81.663,10,4.5,mb,72,61.8,,1.27,us,usp000hbkf,2014-11-07T01:41:17.310Z,"Cayman Islands region",earthquake,,,,45,reviewed,us,us
2010-04-18T01:38:27.020Z,18,-81.673,10,5,mwc,186,36.2,,0.93,us,usp000hbk0,2016-11-10T02:27:15.651Z,"Cayman Islands region",earthquake,,,,,reviewed,us,gcmt
2010-04-17T20:05:06.360Z,19.427,-65.463,10.7,4.6,mb,173,29.2,,1.46,us,usp000hbjg,2014-11-07T01:41:17.059Z,"Puerto Rico region",earthquake,,16.6,,75,reviewed,us,us
2010-04-15T13:04:57.350Z,18.532,-72.857,5,4.4,mb,58,37.3,,1.12,us,usp000hben,2014-11-07T01:41:16.448Z,"Haiti region",earthquake,,7.8,,18,reviewed,us,us
